ACC_TIME	ACC_X	ACC_Y	ACC_Z	GYRO_X	GYRO_Y	GYRO_Z
1700000019070	1875	-2191	-142	-59	-28	9
1700000019080	1871	-2182	-143	-60	-42	3
1700000019090	1866	-2191	-146	-61	-22	1
1700000019100	1870	-2194	-136	-49	-27	0
1700000019110	1871	-2187	-148	-60	-29	2
1700000019120	1874	-2191	-140	-61	-28	4
1700000019130	1863	-2185	-136	-54	-43	2
1700000019140	1878	-2198	-140	-64	-43	12
1700000019150	1876	-2194	-138	-65	-25	8
1700000019160	1870	-2191	-138	-71	-29	10
1700000019170	1873	-2191	-156	-64	-33	-2
1700000019180	1869	-2194	-143	-60	-24	9
1700000019190	1881	-2179	-141	-55	-33	-2
1700000019200	1877	-2189	-140	-58	-29	4
1700000019210	1871	-2183	-155	-55	-31	8
1700000019220	1869	-2192	-136	-58	-25	4
1700000019230	1883	-2188	-146	-54	-30	6
1700000019240	1881	-2183	-142	-58	-26	5
1700000019250	1876	-2182	-152	-66	-33	8
1700000019260	1873	-2195	-146	-64	-21	2
1700000019270	1882	-2188	-137	-70	-36	5
1700000019280	1884	-2194	-142	-69	-36	10
1700000019290	1878	-2195	-154	-60	-33	3
1700000019300	1883	-2190	-147	-61	-33	10
1700000019310	1877	-2197	-158	-62	-31	-3
1700000019320	1877	-2194	-155	-63	-31	-4
1700000019330	1877	-2192	-148	-64	-36	5
1700000019340	1883	-2195	-147	-70	-25	4
1700000019350	1883	-2201	-152	-62	-23	8
1700000019360	1884	-2200	-141	-66	-37	9
1700000019370	1874	-2184	-160	-73	-33	9
1700000019380	1884	-2190	-150	-66	-35	5
1700000019390	1883	-2198	-150	-76	-28	9
1700000019400	1881	-2194	-154	-75	-22	14
1700000019410	1890	-2187	-147	-70	-41	5
1700000019420	1883	-2195	-146	-75	-28	7
1700000019430	1883	-2191	-138	-71	-26	6
1700000019440	1890	-2201	-151	-63	-40	10
1700000019450	1889	-2183	-153	-67	-32	12
1700000019460	1889	-2192	-146	-58	-26	10
1700000019470	1888	-2196	-146	-67	-34	3
1700000019480	1891	-2198	-154	-74	-39	0
1700000019490	1890	-2197	-144	-72	-35	-1
1700000019500	1883	-2201	-150	-77	-25	15
1700000019510	1892	-2200	-143	-76	-32	11
1700000019520	1886	-2207	-139	-79	-35	0
1700000019530	1895	-2208	-151	-72	-30	5
1700000019540	1878	-2197	-151	-69	-36	13
1700000019550	1887	-2199	-160	-73	-35	13
1700000019560	1890	-2197	-146	-63	-28	19
1700000019570	1888	-2200	-154	-64	-30	2
1700000019580	1894	-2195	-145	-76	-41	8
1700000019590	1890	-2197	-151	-64	-17	11
1700000019600	1896	-2198	-154	-84	-27	6
1700000019610	1897	-2191	-159	-79	-25	9
1700000019620	1900	-2208	-148	-86	-24	15
1700000019630	1896	-2198	-152	-69	-29	16
1700000019640	1897	-2213	-164	-78	-30	-2
1700000019650	1902	-2206	-151	-81	-24	-4
1700000019660	1892	-2208	-147	-74	-32	9
1700000019670	1895	-2203	-151	-79	-27	19
1700000019680	1902	-2191	-144	-63	-28	14
1700000019690	1900	-2206	-164	-72	-40	11
1700000019700	1903	-2216	-141	-76	-33	19
1700000019710	1897	-2204	-143	-73	-42	16
1700000019720	1899	-2200	-145	-74	-38	12
1700000019730	1905	-2205	-139	-82	-34	6
1700000019740	1904	-2201	-139	-73	-31	12
1700000019750	1894	-2196	-143	-79	-42	14
1700000019760	1901	-2211	-150	-75	-28	11
1700000019770	1906	-2195	-144	-81	-42	14
1700000019780	1903	-2197	-150	-79	-33	13
1700000019790	1893	-2213	-150	-76	-28	8
1700000019800	1913	-2200	-149	-75	-36	14
1700000019810	1903	-2211	-156	-81	-33	17
1700000019820	1907	-2202	-140	-90	-40	28
1700000019830	1903	-2207	-148	-79	-38	12
1700000019840	1907	-2206	-145	-69	-39	9
1700000019850	1907	-2213	-149	-78	-34	19
1700000019860	1912	-2203	-151	-77	-37	18
1700000019870	1915	-2204	-156	-81	-29	20
1700000019880	1914	-2208	-154	-74	-40	20
1700000019890	1904	-2211	-143	-67	-36	18
1700000019900	1916	-2211	-147	-86	-33	5
1700000019910	1902	-2221	-154	-82	-28	13
1700000019920	1906	-2211	-151	-71	-30	15
1700000019930	1913	-2208	-142	-83	-27	16
1700000019940	1905	-2212	-151	-75	-25	14
1700000019950	1919	-2209	-154	-85	-31	18
1700000019960	1905	-2223	-149	-79	-34	11
1700000019970	1909	-2214	-146	-87	-26	10
1700000019980	1906	-2213	-156	-91	-41	13
1700000019990	1920	-2203	-148	-82	-32	13
1700000020000	1956	-1380	552	864	19	673
1700000020010	2265	-1283	1452	936	94	927
1700000020020	2513	-1203	2146	935	234	1208
1700000020030	2808	-1104	2763	940	292	1332
1700000020040	3086	-1086	3111	995	373	1329
1700000020050	3297	-1059	3244	935	474	1330
1700000020060	3527	-1040	3141	894	527	1195
1700000020070	3748	-1058	2797	866	572	939
1700000020080	3913	-1135	2240	799	619	627
1700000020090	4004	-1165	1543	701	654	289
1700000020100	4096	-1258	683	600	704	-111
1700000020110	4174	-1321	-197	471	700	-454
1700000020120	4156	-1446	-1080	383	697	-781
1700000020130	4119	-1517	-1901	182	657	-1084
1700000020140	4018	-1717	-2576	72	641	-1251
1700000020150	3928	-1860	-3124	-68	591	-1368
1700000020160	3769	-2006	-3403	-245	466	-1334
1700000020170	3622	-2178	-3441	-322	421	-1315
1700000020180	3378	-2313	-3253	-503	355	-1093
1700000020190	3127	-2473	-2818	-586	274	-852
1700000020200	2848	-2651	-2212	-741	188	-500
1700000020210	2595	-2757	-1432	-818	73	-173
1700000020220	2317	-2940	-556	-911	12	265
1700000020230	2026	-3064	362	-995	-89	561
1700000020240	1705	-3164	1205	-1034	-181	886
1700000020250	1398	-3250	1996	-1049	-299	1147
1700000020260	1136	-3353	2634	-1125	-391	1296
1700000020270	790	-3329	3022	-1129	-485	1340
1700000020280	562	-3397	3262	-1147	-522	1361
1700000020290	351	-3394	3225	-1060	-564	1200
1700000020300	148	-3387	2867	-1038	-672	1025
1700000020310	-36	-3413	2410	-949	-712	728
1700000020320	-202	-3327	1708	-878	-746	364
1700000020330	-249	-3182	907	-791	-745	-29
1700000020340	-291	-3155	20	-672	-788	-335
1700000020350	-330	-3061	-857	-501	-750	-695
1700000020360	-319	-2907	-1747	-385	-742	-1002
1700000020370	-242	-2793	-2449	-280	-678	-1269
1700000020380	-135	-2648	-2994	-118	-689	-1354
1700000020390	-1	-2509	-3329	0	-597	-1383
1700000020400	186	-2366	-3460	144	-536	-1315
1700000020410	404	-2166	-3314	270	-457	-1143
1700000020420	659	-1988	-2934	392	-395	-896
1700000020430	866	-1829	-2402	567	-311	-585
1700000020440	1151	-1690	-1649	617	-219	-237
1700000020450	1479	-1559	-764	728	-145	139
1700000020460	1757	-1457	100	842	-21	465
1700000020470	2055	-1344	1029	911	77	783
1700000020480	2372	-1250	1771	965	162	1064
1700000020490	2619	-1189	2462	989	238	1260
1700000020500	2913	-1095	2963	945	378	1327
1700000020510	3192	-1074	3199	932	387	1401
1700000020520	3431	-1086	3219	960	468	1260
1700000020530	3610	-1041	3008	920	572	1054
1700000020540	3810	-1068	2574	847	574	791
1700000020550	3973	-1116	1969	770	609	465
1700000020560	4040	-1171	1167	649	654	128
1700000020570	4160	-1276	287	551	684	-252
1700000020580	4195	-1410	-613	449	681	-614
1700000020590	4149	-1484	-1495	243	676	-964
1700000020600	4106	-1629	-2269	167	651	-1129
1700000020610	4018	-1787	-2824	33	624	-1319
1700000020620	3849	-1954	-3263	-109	541	-1362
1700000020630	3699	-2088	-3430	-305	473	-1370
1700000020640	3493	-2231	-3362	-419	397	-1203
1700000020650	3275	-2434	-3078	-555	350	-944
1700000020660	3013	-2592	-2530	-611	239	-675
1700000020670	2750	-2713	-1819	-769	143	-355
1700000020680	2456	-2863	-990	-863	78	34
1700000020690	2153	-2992	-133	-987	-48	436
1700000020700	1854	-3062	767	-1004	-151	737
1700000020710	1537	-3178	1627	-1067	-253	1025
1700000020720	1209	-3286	2267	-1135	-355	1240
1700000020730	981	-3334	2854	-1139	-453	1353
1700000020740	720	-3410	3164	-1116	-473	1374
1700000020750	446	-3387	3223	-1094	-595	1320
1700000020760	252	-3427	3091	-1064	-629	1105
1700000020770	56	-3371	2722	-999	-714	872
1700000020780	-88	-3318	2112	-902	-705	545
1700000020790	-206	-3266	1367	-793	-728	232
1700000020800	-309	-3173	481	-727	-811	-177
1700000020810	-309	-3071	-395	-594	-783	-489
1700000020820	-281	-2949	-1277	-472	-753	-821
1700000020830	-332	-2875	-2050	-351	-737	-1088
1700000020840	-206	-2704	-2698	-182	-675	-1228
1700000020850	-83	-2524	-3171	-41	-662	-1358
1700000020860	142	-2419	-3499	72	-607	-1377
1700000020870	281	-2232	-3408	171	-535	-1260
1700000020880	503	-2098	-3138	376	-452	-1055
1700000020890	751	-1930	-2713	456	-317	-801
1700000020900	1017	-1787	-2029	605	-295	-392
1700000020910	1329	-1617	-1254	689	-185	-74
1700000020920	1625	-1528	-382	783	-81	290
1700000020930	1922	-1391	556	906	26	661
1700000020940	2198	-1285	1408	923	115	967
1700000020950	2493	-1193	2169	997	190	1143
1700000020960	2801	-1069	2769	965	285	1342
1700000020970	3043	-1062	3097	992	409	1330
1700000020980	3356	-1046	3255	933	446	1368
1700000020990	3554	-1040	3138	940	515	1171
1700000021000	3767	-1055	2787	858	588	934
1700000021010	3930	-1110	2304	802	607	659
1700000021020	4052	-1142	1571	713	626	281
1700000021030	4132	-1246	708	592	657	-49
1700000021040	4113	-1327	-196	509	641	-422
1700000021050	4189	-1415	-1081	387	656	-776
1700000021060	4142	-1590	-1846	236	604	-1050
1700000021070	4041	-1726	-2581	136	595	-1246
1700000021080	3925	-1868	-3096	-23	544	-1306
1700000021090	3783	-2026	-3376	-231	491	-1379
1700000021100	3589	-2169	-3465	-275	442	-1280
1700000021110	3393	-2353	-3231	-446	334	-1096
1700000021120	3142	-2446	-2809	-603	304	-845
1700000021130	2846	-2630	-2229	-742	218	-533
1700000021140	2577	-2811	-1437	-826	75	-137
1700000021150	2294	-2914	-568	-914	-14	226
1700000021160	1997	-3017	318	-980	-81	582
1700000021170	1707	-3197	1241	-1037	-217	906
1700000021180	1388	-3242	2020	-1095	-266	1128
1700000021190	1055	-3299	2608	-1110	-418	1281
1700000021200	839	-3391	3027	-1086	-447	1358
1700000021210	544	-3406	3238	-1094	-552	1360
1700000021220	343	-3363	3216	-1085	-618	1171
1700000021230	164	-3397	2943	-1052	-637	1017
1700000021240	-20	-3339	2486	-948	-713	715
1700000021250	-142	-3292	1733	-856	-735	380
1700000021260	-219	-3274	919	-768	-768	-8
1700000021270	-337	-3152	37	-634	-796	-340
1700000021280	-349	-2998	-842	-542	-771	-705
1700000021290	-293	-2928	-1704	-411	-768	-985
1700000021300	-219	-2778	-2432	-248	-709	-1212
1700000021310	-98	-2621	-2958	-159	-639	-1327
1700000021320	-19	-2469	-3361	15	-654	-1398
1700000021330	206	-2359	-3396	146	-581	-1318
1700000021340	399	-2179	-3363	341	-445	-1177
1700000021350	597	-1995	-2940	445	-427	-956
1700000021360	876	-1806	-2386	546	-326	-611
1700000021370	1160	-1720	-1655	640	-236	-255
1700000021380	1427	-1556	-799	752	-116	111
1700000021390	1783	-1455	98	899	-30	432
1700000021400	2085	-1273	1017	938	60	811
1700000021410	2342	-1230	1778	967	146	1120
1700000021420	2640	-1146	2467	959	247	1265
1700000021430	2914	-1072	2964	967	331	1316
1700000021440	3224	-1013	3241	955	400	1340
1700000021450	3432	-1026	3228	935	460	1255
1700000021460	3645	-1040	3023	917	576	1048
1700000021470	3812	-1095	2546	838	613	778
1700000021480	3992	-1137	1969	734	618	479
1700000021490	4069	-1217	1151	658	659	129
1700000021500	4174	-1283	259	547	672	-281
1700000021510	4156	-1377	-596	351	649	-607
1700000021520	4140	-1465	-1443	299	671	-894
1700000021530	4094	-1667	-2265	157	643	-1168
1700000021540	4015	-1774	-2856	-13	597	-1301
1700000021550	3854	-1923	-3243	-92	544	-1367
1700000021560	3755	-2083	-3416	-262	499	-1319
1700000021570	3545	-2259	-3372	-379	409	-1214
1700000021580	3291	-2411	-3100	-499	305	-960
1700000021590	2994	-2568	-2569	-636	209	-682
1700000021600	2716	-2666	-1855	-741	168	-316
1700000021610	2438	-2785	-1018	-863	80	21
1700000021620	2146	-2974	-120	-972	-51	398
1700000021630	1851	-3141	745	-1031	-151	732
1700000021640	1575	-3168	1605	-1069	-286	1006
1700000021650	1283	-3273	2291	-1114	-329	1163
1700000021660	991	-3331	2881	-1111	-439	1362
1700000021670	691	-3434	3177	-1118	-438	1339
1700000021680	420	-3393	3215	-1066	-554	1291
1700000021690	231	-3393	3147	-1085	-633	1141
1700000021700	24	-3354	2727	-955	-747	888
1700000021710	-109	-3367	2139	-930	-769	582
1700000021720	-214	-3318	1321	-856	-775	196
1700000021730	-313	-3191	514	-706	-753	-175
1700000021740	-344	-3076	-382	-610	-777	-488
1700000021750	-329	-2954	-1251	-471	-770	-834
1700000021760	-311	-2856	-2072	-329	-734	-1105
1700000021770	-176	-2708	-2719	-177	-680	-1336
1700000021780	-74	-2559	-3161	-83	-642	-1349
1700000021790	98	-2422	-3407	42	-625	-1340
1700000021800	274	-2246	-3420	235	-523	-1274
1700000021810	498	-2065	-3176	387	-494	-1041
1700000021820	727	-1953	-2694	453	-381	-787
1700000021830	1034	-1757	-2021	585	-298	-449
1700000021840	1292	-1659	-1231	685	-181	-55
1700000021850	1589	-1477	-383	793	-62	318
1700000021860	1886	-1410	507	859	62	692
1700000021870	2228	-1232	1400	898	68	940
1700000021880	2513	-1165	2141	958	227	1179
1700000021890	2813	-1131	2702	994	286	1349
1700000021900	3072	-1070	3094	1005	368	1396
1700000021910	3300	-1021	3279	991	437	1317
1700000021920	3517	-1019	3188	973	522	1203
1700000021930	3755	-1084	2814	895	555	963
1700000021940	3904	-1125	2307	814	629	684
1700000021950	4018	-1154	1605	684	659	296
1700000021960	4103	-1269	732	585	612	-72
1700000021970	4156	-1289	-144	497	623	-432
1700000021980	4187	-1436	-1047	345	671	-756
1700000021990	4077	-1576	-1897	226	672	-1033
1700000022000	4071	-1698	-2546	68	624	-1269
1700000022010	3897	-1856	-3079	-66	569	-1324
1700000022020	3822	-1993	-3372	-219	537	-1376
1700000022030	3608	-2158	-3443	-306	419	-1338
1700000022040	3383	-2327	-3251	-481	332	-1075
1700000022050	3160	-2518	-2836	-618	273	-869
1700000022060	2892	-2650	-2235	-689	159	-481
1700000022070	2624	-2783	-1475	-810	84	-185
1700000022080	2310	-2899	-596	-907	5	146
1700000022090	1996	-3021	319	-977	-60	562
1700000022100	1653	-3145	1142	-1040	-167	884
1700000022110	1414	-3284	1978	-1092	-290	1146
1700000022120	1126	-3343	2574	-1114	-380	1287
1700000022130	845	-3355	2998	-1091	-418	1381
1700000022140	613	-3376	3228	-1084	-523	1370
1700000022150	346	-3381	3180	-1068	-618	1266
1700000022160	128	-3386	2928	-1038	-666	1025
1700000022170	-60	-3365	2459	-953	-695	747
1700000022180	-175	-3324	1758	-906	-741	422
1700000022190	-265	-3211	947	-769	-777	60
1700000022200	-284	-3113	86	-626	-735	-334
1700000022210	-295	-3043	-809	-521	-746	-689
1700000022220	-322	-2933	-1652	-381	-782	-992
1700000022230	-208	-2787	-2427	-278	-726	-1154
1700000022240	-109	-2614	-2928	-140	-663	-1337
1700000022250	-48	-2520	-3344	28	-625	-1354
1700000022260	165	-2296	-3464	157	-561	-1322
1700000022270	374	-2207	-3336	287	-444	-1153
1700000022280	614	-2013	-2965	424	-404	-938
1700000022290	873	-1868	-2393	524	-312	-651
1700000022300	1148	-1705	-1665	645	-182	-295
1700000022310	1442	-1571	-825	776	-132	119
1700000022320	1739	-1467	20	820	-39	497
1700000022330	2059	-1334	958	889	103	790
1700000022340	2358	-1230	1766	945	178	1084
1700000022350	2635	-1148	2434	987	220	1263
1700000022360	2894	-1103	2923	973	355	1346
1700000022370	3164	-1069	3208	888	381	1328
1700000022380	3395	-1041	3254	949	487	1241
1700000022390	3630	-1034	3011	901	530	1084
1700000022400	3840	-1074	2620	866	613	830
1700000022410	3978	-1116	1955	739	631	474
1700000022420	4079	-1236	1155	626	646	105
1700000022430	4110	-1302	313	565	661	-274
1700000022440	4161	-1381	-594	400	691	-607
1700000022450	4135	-1464	-1458	266	655	-915
1700000022460	4076	-1658	-2167	162	674	-1126
1700000022470	4035	-1804	-2856	30	556	-1292
1700000022480	3877	-1916	-3259	-140	560	-1401
1700000022490	3727	-2109	-3421	-285	476	-1307
1700000022500	3516	-2220	-3361	-372	409	-1257
1700000022510	3276	-2385	-3078	-552	344	-994
1700000022520	3042	-2554	-2573	-695	238	-736
1700000022530	2764	-2721	-1838	-754	140	-362
1700000022540	2431	-2837	-1062	-855	37	27
1700000022550	2189	-3005	-169	-959	-11	414
1700000022560	1837	-3129	734	-1031	-116	732
1700000022570	1508	-3189	1601	-1095	-221	1013
1700000022580	1281	-3294	2261	-1112	-309	1217
1700000022590	991	-3322	2786	-1086	-383	1359
1700000022600	723	-3384	3125	-1112	-464	1397
1700000022610	433	-3344	3253	-1117	-593	1331
1700000022620	252	-3403	3096	-1041	-626	1136
1700000022630	40	-3404	2737	-997	-699	875
1700000022640	-94	-3364	2130	-898	-736	546
1700000022650	-241	-3262	1411	-822	-748	189
1700000022660	-307	-3220	513	-711	-788	-174
1700000022670	-302	-3092	-416	-599	-801	-494
1700000022680	-328	-2994	-1299	-494	-746	-825
1700000022690	-338	-2835	-2012	-333	-688	-1094
1700000022700	-194	-2700	-2682	-228	-679	-1289
1700000022710	-86	-2573	-3202	-72	-656	-1361
1700000022720	69	-2398	-3414	90	-614	-1390
1700000022730	267	-2258	-3404	214	-572	-1268
1700000022740	465	-2053	-3178	395	-456	-1062
1700000022750	768	-1909	-2754	457	-329	-777
1700000022760	986	-1755	-2061	611	-297	-463
1700000022770	1296	-1651	-1280	660	-166	-79
1700000022780	1593	-1492	-393	787	-82	272
1700000022790	1892	-1396	527	874	60	594
1700000022800	2194	-1283	1329	897	107	956
1700000022810	2472	-1179	2133	945	201	1168
1700000022820	2801	-1144	2717	1013	298	1320
1700000022830	3093	-1100	3101	974	374	1381
1700000022840	3301	-1042	3297	947	426	1290
1700000022850	3531	-1006	3145	957	496	1197
1700000022860	3694	-1075	2830	831	538	971
1700000022870	3859	-1107	2313	786	610	670
1700000022880	3983	-1154	1587	686	651	312
1700000022890	4116	-1246	732	623	646	-50
1700000022900	4139	-1291	-128	506	638	-456
1700000022910	4133	-1439	-1043	350	650	-762
1700000022920	4146	-1549	-1857	263	641	-1073
1700000022930	4025	-1683	-2542	103	634	-1218
1700000022940	3942	-1821	-3115	-15	611	-1338
1700000022950	3804	-2018	-3315	-190	450	-1324
1700000022960	3590	-2135	-3419	-360	451	-1263
1700000022970	3366	-2289	-3273	-455	428	-1115
1700000022980	3132	-2502	-2860	-577	276	-846
1700000022990	2906	-2651	-2254	-707	203	-536
1700000023000	2605	-2753	-1471	-854	119	-164
1700000023010	2329	-2919	-633	-902	-47	182
1700000023020	2023	-3054	284	-995	-99	561
1700000023030	1688	-3092	1169	-1026	-216	849
1700000023040	1407	-3241	1937	-1058	-312	1087
1700000023050	1109	-3281	2587	-1063	-377	1273
1700000023060	826	-3389	3033	-1108	-448	1379
1700000023070	572	-3420	3253	-1105	-526	1341
1700000023080	337	-3430	3259	-1063	-630	1205
1700000023090	161	-3415	2951	-1019	-670	1018
1700000023100	-34	-3365	2433	-982	-718	725
1700000023110	-78	-3295	1840	-896	-740	380
1700000023120	-286	-3223	1020	-790	-783	71
1700000023130	-358	-3127	80	-666	-756	-347
1700000023140	-306	-3056	-809	-535	-750	-654
1700000023150	-333	-2907	-1622	-416	-727	-973
1700000023160	-238	-2807	-2398	-236	-725	-1253
1700000023170	-143	-2645	-2947	-110	-675	-1300
1700000023180	-22	-2512	-3316	-16	-633	-1413
1700000023190	172	-2313	-3440	148	-538	-1303
1700000023200	380	-2130	-3343	263	-512	-1178
1700000023210	623	-1986	-2961	406	-423	-937
1700000023220	864	-1819	-2409	524	-333	-627
1700000023230	1189	-1708	-1720	655	-241	-266
1700000023240	1431	-1608	-844	746	-159	64
1700000023250	1742	-1410	36	840	-30	501
1700000023260	2054	-1329	939	917	17	815
1700000023270	2367	-1237	1776	970	169	1080
1700000023280	2624	-1182	2409	960	259	1247
1700000023290	2930	-1106	2929	980	334	1373
1700000023300	3188	-1039	3181	994	386	1332
1700000023310	3420	-1041	3237	922	520	1238
1700000023320	3578	-1047	3055	933	477	1077
1700000023330	3788	-1043	2645	865	597	836
1700000023340	3951	-1106	1967	763	639	473
1700000023350	4064	-1170	1231	656	665	111
1700000023360	4135	-1278	301	573	696	-239
1700000023370	4168	-1410	-607	423	677	-670
1700000023380	4105	-1491	-1438	297	637	-901
1700000023390	4056	-1637	-2238	192	648	-1140
1700000023400	4007	-1747	-2840	38	582	-1302
1700000023410	3889	-1927	-3247	-131	547	-1355
1700000023420	3707	-2109	-3453	-266	487	-1364
1700000023430	3491	-2200	-3385	-351	389	-1224
1700000023440	3295	-2376	-3060	-538	331	-1012
1700000023450	3061	-2583	-2597	-616	233	-684
1700000023460	2743	-2698	-1858	-791	169	-378
1700000023470	2458	-2830	-1064	-910	87	-6
1700000023480	2184	-2934	-168	-937	-9	348
1700000023490	1912	-3096	759	-1005	-121	710
1700000023500	1565	-3220	1537	-1034	-276	999
1700000023510	1260	-3255	2301	-1108	-326	1192
1700000023520	965	-3318	2792	-1127	-421	1331
1700000023530	681	-3401	3161	-1123	-504	1409
1700000023540	447	-3393	3291	-1097	-566	1309
1700000023550	262	-3410	3069	-1009	-644	1128
1700000023560	44	-3369	2746	-1014	-688	921
1700000023570	-90	-3363	2187	-897	-708	621
1700000023580	-243	-3263	1449	-850	-757	201
1700000023590	-322	-3207	541	-725	-785	-143
1700000023600	-327	-3075	-343	-637	-748	-505
1700000023610	-296	-3010	-1214	-435	-748	-810
1700000023620	-244	-2840	-2065	-339	-678	-1140
1700000023630	-214	-2681	-2699	-174	-668	-1271
1700000023640	-76	-2532	-3158	-57	-662	-1367
1700000023650	118	-2403	-3402	47	-593	-1360
1700000023660	250	-2222	-3406	212	-561	-1258
1700000023670	482	-2106	-3198	349	-449	-1068
1700000023680	740	-1937	-2784	450	-381	-766
1700000023690	964	-1813	-2065	582	-281	-440
1700000023700	1312	-1655	-1353	674	-184	-90
1700000023710	1593	-1522	-395	780	-62	288
1700000023720	1880	-1341	494	859	24	632
1700000023730	2225	-1305	1386	946	95	931
1700000023740	2457	-1207	2085	936	205	1200
1700000023750	2804	-1127	2708	962	327	1296
1700000023760	3063	-1074	3079	985	378	1369
1700000023770	3311	-1063	3300	948	427	1342
1700000023780	3537	-1067	3199	959	519	1220
1700000023790	3743	-1040	2871	889	558	954
1700000023800	3914	-1103	2311	797	600	645
1700000023810	4031	-1131	1586	739	655	324
1700000023820	4107	-1228	767	568	693	-19
1700000023830	4163	-1307	-61	548	687	-395
1700000023840	4178	-1410	-1017	387	651	-749
1700000023850	4134	-1543	-1827	212	632	-1059
1700000023860	4073	-1723	-2557	116	612	-1230
1700000023870	3931	-1860	-3065	-10	549	-1355
1700000023880	3784	-2017	-3390	-180	520	-1352
1700000023890	3595	-2126	-3429	-292	459	-1298
1700000023900	3394	-2312	-3277	-461	373	-1157
1700000023910	3152	-2471	-2876	-591	330	-809
1700000023920	2869	-2649	-2236	-699	195	-536
1700000023930	2628	-2765	-1494	-781	102	-198
1700000023940	2318	-2871	-641	-889	-16	158
1700000023950	2074	-3025	265	-998	-77	535
1700000023960	1724	-3140	1114	-1076	-133	892
1700000023970	1433	-3205	1936	-1064	-267	1048
1700000023980	1129	-3284	2562	-1128	-326	1253
1700000023990	875	-3354	3048	-1124	-456	1359
1700000024000	620	-3379	3208	-1106	-535	1347
1700000024010	353	-3417	3265	-1069	-602	1243
1700000024020	170	-3376	2956	-1038	-653	1030
1700000024030	-26	-3362	2484	-925	-691	730
1700000024040	-116	-3283	1839	-863	-728	400
1700000024050	-283	-3253	995	-791	-753	43
1700000024060	-321	-3132	134	-692	-732	-283
1700000024070	-307	-3086	-806	-521	-786	-664
1700000024080	-303	-2917	-1653	-384	-716	-986
1700000024090	-242	-2802	-2403	-221	-681	-1190
1700000024100	-147	-2638	-2920	-134	-647	-1355
1700000024110	28	-2492	-3337	35	-641	-1396
1700000024120	170	-2302	-3446	150	-562	-1309
1700000024130	322	-2129	-3346	256	-470	-1140
1700000024140	623	-2034	-3003	386	-447	-943
1700000024150	878	-1855	-2434	549	-341	-678
1700000024160	1166	-1704	-1726	629	-244	-255
1700000024170	1470	-1580	-856	731	-133	103
1700000024180	1755	-1441	37	843	-23	468
1700000024190	2038	-1337	950	883	27	829
1700000024200	2345	-1273	1734	987	177	1025
1700000024210	2652	-1169	2402	975	286	1255
1700000024220	2906	-1111	2937	977	317	1335
1700000024230	3172	-1012	3222	995	395	1382
1700000024240	3428	-1061	3282	916	502	1288
1700000024250	3618	-1078	3043	883	540	1095
1700000024260	3754	-1099	2598	853	593	840
1700000024270	3943	-1110	1979	727	650	467
1700000024280	4077	-1211	1194	670	690	156
1700000024290	4151	-1270	362	578	651	-236
1700000024300	4175	-1385	-547	447	722	-639
1700000024310	4123	-1489	-1416	288	653	-889
1700000024320	4118	-1607	-2196	132	636	-1154
1700000024330	4029	-1773	-2820	74	561	-1300
1700000024340	3856	-1953	-3251	-78	498	-1374
1700000024350	3746	-2107	-3401	-257	517	-1371
1700000024360	3569	-2207	-3416	-378	383	-1202
1700000024370	3290	-2435	-3063	-490	330	-992
1700000024380	3074	-2520	-2618	-640	198	-696
1700000024390	2758	-2665	-1877	-755	158	-367
1700000024400	2469	-2859	-1095	-849	26	14
1700000024410	2165	-2977	-163	-953	-26	323
1700000024420	1884	-3101	696	-1032	-130	685
1700000024430	1562	-3157	1529	-1083	-205	1005
1700000024440	1276	-3258	2255	-1099	-302	1243
1700000024450	992	-3324	2821	-1134	-390	1370
1700000024460	726	-3371	3136	-1105	-478	1380
1700000024470	489	-3411	3286	-1093	-584	1342
1700000024480	255	-3386	3104	-1043	-631	1127
1700000024490	97	-3362	2765	-976	-662	901
1700000024500	-107	-3298	2154	-950	-733	597
1700000024510	-226	-3304	1457	-830	-783	209
1700000024520	-291	-3181	563	-753	-778	-165
1700000024530	-306	-3098	-324	-629	-753	-506
1700000024540	-362	-2981	-1212	-474	-778	-854
1700000024550	-247	-2836	-1979	-350	-743	-1109
1700000024560	-189	-2745	-2716	-237	-717	-1281
1700000024570	-53	-2600	-3151	-54	-643	-1393
1700000024580	72	-2441	-3404	53	-571	-1369
1700000024590	252	-2251	-3429	258	-522	-1259
1700000024600	466	-2097	-3168	334	-461	-1058
1700000024610	690	-1967	-2752	498	-399	-812
1700000024620	1000	-1816	-2061	562	-279	-476
1700000024630	1271	-1656	-1332	679	-176	-129
1700000024640	1597	-1458	-457	800	-87	229
1700000024650	1905	-1403	469	836	-16	611
1700000024660	2155	-1302	1298	904	123	957
1700000024670	2490	-1216	2078	924	203	1189
1700000024680	2778	-1156	2655	986	271	1351
1700000024690	3091	-1072	3091	957	327	1388
1700000024700	3310	-1025	3276	940	440	1357
1700000024710	3549	-1020	3197	920	525	1203
1700000024720	3748	-1084	2845	891	563	968
1700000024730	3877	-1093	2338	805	609	684
1700000024740	4025	-1126	1674	686	638	304
1700000024750	4104	-1206	821	622	617	-21
1700000024760	4157	-1332	-87	484	673	-421
1700000024770	4166	-1434	-997	404	658	-759
1700000024780	4158	-1537	-1820	251	681	-1058
1700000024790	4084	-1678	-2499	88	612	-1260
1700000024800	3911	-1866	-3039	-30	562	-1308
1700000024810	3827	-1984	-3337	-187	513	-1337
